,[W],[Ta],[Tr],[R],total_count,sequence_type,R_avg_cluster_size,Ta_avg_cluster_size,Tr_avg_cluster_size,W_avg_cluster_size,num_cluster_types,max_cluster_size,R_no_of_cluster,Ta_no_of_cluster,Tr_no_of_cluster,W_no_of_cluster,R_max_cluster_size,Ta_max_cluster_size,Tr_max_cluster_size,W_max_cluster_size,smiles
677,4.0,8.0,4.0,6.0,22,random,0.0,2.5,2.0,0.0,4,3,0,2,1,0,0,3,2,0,[W][Ta][Tr][Tr][Ta][W][R][Ta][R][Tr][Ta][Ta][R][Ta][Ta][Ta][R][W][R][W][R][Tr]
678,4.0,8.0,4.0,6.0,22,random,0.0,2.5,0.0,0.0,4,3,0,2,0,0,0,3,0,0,[W][Ta][Ta][R][Ta][R][Ta][Tr][R][Tr][W][Ta][R][Ta][Ta][Ta][Tr][W][Tr][R][W][R]
679,4.0,8.0,4.0,6.0,22,random,0.0,4.0,0.0,0.0,4,4,0,1,0,0,0,4,0,0,[R][W][R][Ta][Ta][Ta][Ta][R][Ta][R][Tr][Ta][R][Ta][R][W][Tr][W][Tr][Ta][Tr][W]
680,6.0,8.0,4.0,6.0,24,random,2.5,2.0,0.0,3.0,4,3,2,3,0,1,3,2,0,3,[R][Ta][Ta][R][R][Tr][W][Ta][R][R][R][W][W][W][Tr][Ta][W][Ta][Ta][W][Tr][Ta][Ta][Tr]
681,6.0,8.0,4.0,6.0,24,random,2.0,2.0,0.0,2.0,4,2,2,2,0,2,2,2,0,2,[R][Ta][R][Ta][Ta][W][W][Ta][W][R][R][Ta][Ta][Tr][W][Tr][W][W][Tr][Ta][R][R][Tr][Ta]
682,6.0,8.0,4.0,6.0,24,random,2.0,2.0,0.0,2.0,4,2,1,2,0,1,2,2,0,2,[Ta][Tr][Ta][W][W][Ta][Ta][Tr][R][Tr][W][Ta][W][R][Ta][W][R][R][W][Ta][Ta][R][Tr][R]
683,6.0,8.0,4.0,6.0,24,random,2.0,2.0,0.0,0.0,4,2,1,1,0,0,2,2,0,0,[Ta][Ta][W][R][R][Tr][R][W][Tr][Ta][R][Ta][W][Tr][Ta][R][Ta][W][R][Tr][W][Ta][W][Ta]
684,6.0,8.0,4.0,6.0,24,random,2.0,3.5,0.0,2.0,4,4,2,2,0,1,2,4,0,2,[W][Tr][R][W][R][R][W][R][R][W][Ta][Ta][Ta][Tr][Ta][Ta][Ta][Ta][Tr][Ta][Tr][W][W][R]
685,8.0,8.0,4.0,6.0,26,random,0.0,2.5,2.0,2.0,4,3,0,2,1,3,0,3,2,2,[R][W][W][Ta][Ta][W][Tr][Ta][Ta][Ta][Tr][R][Tr][Tr][R][Ta][W][W][Ta][R][Ta][R][W][R][W][W]
686,8.0,8.0,4.0,6.0,26,random,2.0,4.0,0.0,2.0,4,4,2,1,0,2,2,4,0,2,[Tr][W][R][Tr][Ta][W][Tr][R][R][Tr][W][Ta][Ta][Ta][Ta][R][W][R][R][Ta][W][W][Ta][W][W][Ta]
687,8.0,8.0,4.0,6.0,26,random,2.0,3.5,0.0,2.0,4,4,1,2,0,2,2,4,0,2,[Tr][Ta][Ta][Ta][W][R][R][W][W][Ta][Ta][Ta][Ta][W][R][W][Tr][R][Tr][R][W][W][Ta][W][Tr][R]
688,8.0,8.0,4.0,6.0,26,random,2.0,0.0,0.0,2.0,4,2,1,0,0,1,2,0,0,2,[Ta][Tr][Ta][W][Ta][W][Ta][Tr][W][R][Tr][R][R][Ta][R][Ta][W][Ta][W][Ta][R][W][Tr][W][W][R]
689,8.0,8.0,4.0,6.0,26,random,0.0,2.5,2.0,2.0,4,3,0,2,1,3,0,3,2,2,[Tr][W][Ta][R][Ta][R][Ta][Tr][Tr][W][W][R][W][W][Tr][R][Ta][Ta][R][Ta][Ta][Ta][W][R][W][W]
690,10.0,8.0,4.0,6.0,28,random,2.0,3.0,0.0,3.0,4,4,2,2,0,2,2,4,0,4,[Ta][Tr][W][Ta][W][W][R][R][Tr][W][W][W][W][Ta][Ta][Ta][Ta][Tr][W][R][W][Ta][Ta][Tr][R][W][R][R]
691,10.0,8.0,4.0,6.0,28,random,2.0,2.0,0.0,2.3333333333333335,4,3,2,1,0,3,2,2,0,3,[Tr][W][W][Ta][W][Ta][Tr][R][R][Ta][Tr][Ta][Ta][R][W][Ta][W][W][W][Tr][W][W][R][R][Ta][R][W][Ta]
692,10.0,8.0,4.0,6.0,28,random,2.0,3.0,2.0,2.0,4,3,1,1,1,2,2,3,2,2,[W][Ta][R][W][W][R][Ta][Ta][Ta][W][W][Tr][R][R][W][Tr][Ta][R][W][Ta][Tr][Tr][W][Ta][W][R][Ta][W]
693,10.0,8.0,4.0,6.0,28,random,2.0,2.0,0.0,2.6666666666666665,4,3,1,1,0,3,2,2,0,3,[R][Ta][Tr][W][R][R][W][W][Tr][R][Ta][W][W][W][Ta][W][Ta][R][Ta][Ta][Tr][Ta][R][Tr][W][W][W][Ta]
694,10.0,8.0,4.0,6.0,28,random,2.5,2.0,0.0,2.0,4,3,2,2,0,2,3,2,0,2,[Ta][Ta][W][Ta][W][Tr][R][Tr][W][W][Ta][Ta][W][R][R][W][W][Ta][W][Tr][W][Tr][Ta][R][R][R][W][Ta]
695,12.0,8.0,4.0,6.0,30,random,2.5,0.0,0.0,4.0,4,6,2,0,0,2,3,0,0,6,[Ta][R][R][Tr][Ta][W][Ta][W][R][Ta][W][Tr][Ta][R][R][R][Ta][Tr][W][W][W][W][W][W][Ta][Tr][W][Ta][W][W]
696,12.0,8.0,4.0,6.0,30,random,3.0,2.0,0.0,2.25,4,3,1,1,0,4,3,2,0,3,[Ta][W][W][W][Tr][Ta][W][Ta][W][R][R][R][W][W][R][W][R][Ta][W][W][Tr][Ta][Tr][Ta][W][W][Tr][Ta][Ta][R]
697,12.0,8.0,4.0,6.0,30,random,2.0,0.0,0.0,2.3333333333333335,4,3,1,0,0,3,2,0,0,3,[W][Ta][R][W][W][W][R][Ta][Tr][Ta][W][W][R][R][Ta][W][Tr][Ta][W][Ta][W][Tr][W][Ta][Tr][R][Ta][W][W][R]
698,12.0,8.0,4.0,6.0,30,random,2.0,4.0,2.0,3.5,4,5,1,1,1,2,2,4,2,5,[W][W][W][W][W][Ta][Tr][W][W][Ta][R][R][Tr][Tr][Ta][Ta][Ta][Ta][W][R][W][R][W][Ta][R][W][Tr][W][Ta][R]
699,12.0,8.0,4.0,6.0,30,random,3.0,2.0,2.0,3.0,4,5,1,2,1,3,3,2,2,5,[W][Tr][R][W][W][W][W][W][Ta][Ta][R][R][R][Ta][R][Ta][W][R][Ta][Ta][Tr][Tr][W][W][Ta][W][Ta][Tr][W][W]
700,4.0,10.0,4.0,6.0,24,random,2.0,2.6666666666666665,2.0,0.0,4,4,1,3,1,0,2,4,2,0,[R][Tr][Tr][Ta][W][R][Ta][W][R][R][Tr][R][W][Ta][Ta][W][Ta][Ta][Ta][Ta][Tr][R][Ta][Ta]
701,4.0,10.0,4.0,6.0,24,random,2.0,4.0,3.0,2.0,4,4,1,2,1,1,2,4,3,2,[Ta][R][W][W][Ta][W][R][Ta][Ta][Ta][Ta][R][Tr][R][Tr][Tr][Tr][Ta][Ta][Ta][Ta][W][R][R]
702,4.0,10.0,4.0,6.0,24,random,2.0,2.5,0.0,0.0,4,3,1,2,0,0,2,3,0,0,[Tr][R][Tr][W][Ta][Ta][Ta][W][Ta][R][R][W][R][Ta][R][Ta][Tr][Ta][R][W][Ta][Ta][Tr][Ta]
703,4.0,10.0,4.0,6.0,24,random,0.0,2.0,0.0,2.0,4,2,0,1,0,1,0,2,0,2,[R][Ta][Tr][Ta][Tr][R][Ta][Ta][W][W][Ta][R][W][R][Ta][W][Ta][R][Tr][Ta][R][Ta][Tr][Ta]
704,4.0,10.0,4.0,6.0,24,random,0.0,3.0,0.0,0.0,4,3,0,1,0,0,0,3,0,0,[Ta][Tr][W][Ta][Tr][Ta][Tr][R][Ta][Tr][Ta][R][Ta][R][Ta][R][W][Ta][Ta][Ta][R][W][R][W]
705,6.0,10.0,4.0,6.0,26,random,0.0,2.5,0.0,0.0,4,3,0,2,0,0,0,3,0,0,[Tr][Ta][W][Ta][W][R][Ta][R][W][Ta][R][Ta][Ta][Ta][W][R][Ta][Tr][Ta][Ta][W][Tr][W][R][Tr][R]
706,6.0,10.0,4.0,6.0,26,random,2.0,2.0,2.0,2.0,4,2,1,3,1,1,2,2,2,2,[Ta][Ta][W][R][Ta][R][Ta][Ta][Tr][Tr][W][W][R][Tr][W][Ta][R][Tr][R][R][Ta][W][Ta][Ta][W][Ta]
707,6.0,10.0,4.0,6.0,26,random,2.0,4.0,0.0,0.0,4,6,1,2,0,0,2,6,0,0,[W][R][W][R][Ta][Ta][Ta][Ta][Ta][Ta][W][R][R][W][Tr][Ta][Tr][Ta][Ta][W][Ta][Tr][W][R][Tr][R]
708,6.0,10.0,4.0,6.0,26,random,0.0,3.5,2.0,3.0,4,4,0,2,1,1,0,4,2,3,[Ta][Ta][Ta][Ta][Tr][R][W][Tr][W][R][Ta][R][W][Ta][Ta][Ta][W][W][W][Ta][R][Tr][Tr][R][Ta][R]
709,6.0,10.0,4.0,6.0,26,random,2.0,2.5,0.0,3.0,4,3,1,2,0,1,2,3,0,3,[Ta][W][Ta][R][Tr][Ta][Ta][Tr][R][Tr][R][Ta][R][Ta][W][Tr][Ta][W][W][W][R][R][Ta][Ta][Ta][W]
710,8.0,10.0,4.0,6.0,28,random,2.0,2.0,2.0,3.0,4,3,1,1,1,1,2,2,2,3,[Ta][R][W][Ta][Tr][Tr][Ta][W][Ta][R][Ta][Ta][W][R][Ta][Tr][W][W][W][Ta][R][R][Ta][Tr][W][Ta][W][R]
711,8.0,10.0,4.0,6.0,28,random,2.0,2.5,0.0,3.0,4,3,1,2,0,1,2,3,0,3,[W][Ta][Tr][R][Ta][W][W][W][Tr][W][Ta][Ta][R][R][W][Ta][R][W][R][Ta][Tr][R][Ta][Tr][Ta][Ta][Ta][W]
712,8.0,10.0,4.0,6.0,28,random,0.0,2.0,2.0,4.0,4,4,0,2,1,1,0,2,2,4,[R][Ta][R][Ta][Ta][W][R][Ta][W][Ta][Ta][W][Ta][Tr][Tr][Ta][R][Tr][Ta][Tr][Ta][R][W][W][W][W][R][W]
713,8.0,10.0,4.0,6.0,28,random,2.0,3.0,2.0,2.0,4,3,1,2,1,1,2,3,2,2,[Tr][W][R][W][R][Ta][Ta][Ta][W][Ta][W][W][R][Tr][Ta][R][R][W][Ta][Ta][Ta][W][Tr][Tr][R][Ta][W][Ta]
714,8.0,10.0,4.0,6.0,28,random,2.0,2.3333333333333335,0.0,0.0,4,3,1,3,0,0,2,3,0,0,[W][Ta][Ta][Ta][W][R][Ta][Ta][Tr][W][R][W][R][R][W][Ta][Tr][R][W][Tr][W][R][Ta][Tr][Ta][W][Ta][Ta]
715,10.0,10.0,4.0,6.0,30,random,2.0,2.0,0.0,2.0,4,2,3,3,0,3,2,2,0,2,[W][W][Ta][Ta][R][R][Tr][Ta][W][W][Tr][Ta][W][W][Ta][Ta][W][Ta][Tr][Ta][Ta][R][R][W][Tr][R][R][W][Ta][W]
716,10.0,10.0,4.0,6.0,30,random,2.0,2.0,0.0,3.0,4,4,1,3,0,2,2,2,0,4,[Tr][Ta][W][R][Ta][Ta][W][W][W][W][Ta][Ta][W][W][Ta][Tr][R][Ta][Ta][W][Tr][R][W][Tr][Ta][W][R][R][Ta][R]
717,10.0,10.0,4.0,6.0,30,random,0.0,2.3333333333333335,0.0,2.3333333333333335,4,3,0,3,0,3,0,3,0,3,[Tr][R][Ta][W][Tr][R][Ta][Ta][Ta][W][W][R][W][W][Tr][Ta][Ta][W][W][W][R][Ta][Tr][W][R][Ta][Ta][W][R][Ta]
718,10.0,10.0,4.0,6.0,30,random,0.0,3.0,0.0,2.6666666666666665,4,4,0,2,0,3,0,4,0,3,[Ta][W][W][W][R][Tr][R][Tr][R][W][R][Ta][R][W][W][Ta][Ta][Tr][Ta][W][W][W][Tr][Ta][Ta][Ta][Ta][R][W][Ta]
719,10.0,10.0,4.0,6.0,30,random,3.0,2.6666666666666665,2.0,4.0,4,4,1,3,1,1,3,4,2,4,[W][Ta][Ta][R][R][R][W][Tr][Ta][R][Ta][Ta][Ta][Ta][W][Ta][Ta][W][R][W][W][W][W][Ta][W][R][Tr][W][Tr][Tr]
720,12.0,10.0,4.0,6.0,32,random,2.0,2.0,2.0,2.5,4,3,1,1,1,2,2,2,2,3,[Ta][W][R][Ta][Ta][W][Tr][Ta][W][R][W][Ta][R][R][Ta][W][Ta][W][Tr][Tr][Ta][W][W][R][W][R][Ta][Tr][W][W][W][Ta]
721,12.0,10.0,4.0,6.0,32,random,0.0,2.0,0.0,2.3333333333333335,4,3,0,1,0,3,0,2,0,3,[W][Ta][R][W][Tr][W][W][Ta][R][Ta][R][Ta][W][W][W][R][W][W][Ta][R][Tr][Ta][W][Ta][Ta][Tr][W][Ta][R][Tr][Ta][W]
722,12.0,10.0,4.0,6.0,32,random,2.0,2.5,0.0,3.0,4,4,2,2,0,2,2,3,0,4,[W][Ta][W][Tr][W][R][W][Ta][W][W][Ta][Ta][Ta][W][W][W][W][R][Ta][Tr][W][Tr][Ta][R][R][Ta][Ta][Tr][Ta][R][R][W]
723,12.0,10.0,4.0,6.0,32,random,2.0,2.0,0.0,2.0,4,2,1,1,0,3,2,2,0,2,[W][R][Ta][Tr][R][Tr][W][R][R][Ta][W][W][Ta][Ta][W][Ta][W][Ta][Tr][Ta][W][W][Ta][W][R][Ta][W][W][Ta][R][W][Tr]
724,12.0,10.0,4.0,6.0,32,random,2.0,2.6666666666666665,0.0,2.3333333333333335,4,4,2,3,0,3,2,4,0,3,[Ta][Ta][W][Ta][Ta][Ta][Ta][W][Ta][W][R][R][Tr][W][W][Tr][R][W][Ta][Ta][R][W][W][Tr][Ta][W][R][R][Tr][W][W][W]
725,4.0,12.0,4.0,6.0,26,random,2.0,2.25,2.0,2.0,4,3,1,4,1,1,2,3,2,2,[Ta][Tr][R][Ta][W][Tr][Tr][Ta][Ta][W][W][R][Ta][Ta][R][Ta][Ta][Ta][R][R][W][Ta][Tr][Ta][Ta][R]
726,4.0,12.0,4.0,6.0,26,random,2.0,2.25,2.0,0.0,4,3,2,4,1,0,2,3,2,0,[Ta][Ta][Tr][Ta][Ta][R][Ta][Ta][Ta][W][Ta][R][R][W][Ta][Ta][W][Tr][Tr][Ta][R][R][Tr][R][Ta][W]
727,4.0,12.0,4.0,6.0,26,random,2.0,3.0,0.0,0.0,4,4,1,3,0,0,2,4,0,0,[Tr][Ta][R][W][Tr][Ta][Ta][Tr][R][Ta][Ta][Ta][Ta][Tr][R][Ta][W][R][W][Ta][Ta][Ta][W][Ta][R][R]
728,4.0,12.0,4.0,6.0,26,random,2.0,3.0,2.0,0.0,4,4,2,3,1,0,2,4,2,0,[Ta][R][W][Ta][Ta][Ta][Ta][R][R][Tr][Tr][W][R][R][Ta][W][Tr][W][Ta][Ta][Ta][R][Ta][Tr][Ta][Ta]
729,4.0,12.0,4.0,6.0,26,random,2.0,2.5,0.0,2.0,4,3,1,4,0,1,2,3,0,2,[Tr][R][Ta][Ta][R][R][Tr][Ta][W][Ta][Ta][Tr][R][Tr][Ta][Ta][Ta][W][W][R][Ta][W][R][Ta][Ta][Ta]
730,6.0,12.0,4.0,6.0,28,random,2.0,2.0,0.0,2.0,4,2,1,4,0,1,2,2,0,2,[R][W][Ta][Ta][Tr][R][Ta][R][R][Ta][Ta][R][Ta][Tr][Ta][Ta][W][Ta][Ta][W][W][Ta][R][W][Ta][Tr][W][Tr]
731,6.0,12.0,4.0,6.0,28,random,2.0,2.5,2.0,2.0,4,3,1,2,1,1,2,3,2,2,[W][Ta][Tr][R][W][W][Ta][Ta][W][Ta][Tr][Ta][W][Ta][Ta][Ta][Tr][Tr][Ta][R][Ta][R][R][Ta][R][Ta][W][R]
732,6.0,12.0,4.0,6.0,28,random,0.0,3.0,2.0,2.0,4,4,0,3,1,1,0,4,2,2,[R][Ta][Tr][Tr][W][Ta][W][R][Tr][R][Ta][Ta][W][Ta][Ta][Ta][Ta][W][R][Ta][W][W][R][Tr][Ta][Ta][Ta][R]
733,6.0,12.0,4.0,6.0,28,random,3.0,2.0,2.0,0.0,4,3,1,1,1,0,3,2,2,0,[Ta][R][Tr][Ta][W][Ta][R][Ta][W][Ta][Tr][Ta][W][Ta][W][Ta][Ta][R][R][R][W][Ta][R][Tr][Tr][Ta][W][Ta]
734,6.0,12.0,4.0,6.0,28,random,0.0,3.0,2.0,0.0,4,4,0,3,1,0,0,4,2,0,[R][Tr][Ta][Ta][W][Tr][W][Ta][Ta][Ta][Ta][R][Ta][R][W][Tr][Tr][R][Ta][W][Ta][Ta][Ta][W][Ta][R][W][R]
735,8.0,12.0,4.0,6.0,30,random,3.0,2.0,0.0,2.5,4,3,1,2,0,2,3,2,0,3,[Ta][W][Tr][Ta][Tr][R][Ta][Ta][W][R][R][R][Ta][W][W][R][Ta][W][Ta][Ta][R][Ta][W][W][W][Ta][Tr][Ta][Tr][Ta]
736,8.0,12.0,4.0,6.0,30,random,2.0,2.0,0.0,2.0,4,2,1,3,0,2,2,2,0,2,[Ta][Ta][Tr][R][Ta][R][R][W][Ta][W][Tr][W][W][Tr][W][W][Ta][R][Ta][R][W][Ta][Ta][W][Ta][Ta][R][Ta][Tr][Ta]
737,8.0,12.0,4.0,6.0,30,random,0.0,2.3333333333333335,2.0,3.0,4,3,0,3,1,1,0,3,2,3,[Ta][W][Ta][R][Ta][R][Tr][Tr][W][Ta][R][W][W][W][Ta][Ta][W][Tr][W][Ta][Ta][Ta][R][W][Ta][Tr][R][Ta][Ta][R]
738,8.0,12.0,4.0,6.0,30,random,3.0,2.6666666666666665,0.0,2.0,4,3,1,3,0,2,3,3,0,2,[R][Tr][W][Ta][W][Tr][R][R][R][Ta][Ta][Ta][W][Tr][Ta][W][Ta][R][Ta][Ta][Ta][W][W][R][W][W][Ta][Ta][Tr][Ta]
739,8.0,12.0,4.0,6.0,30,random,2.0,3.5,0.0,2.0,4,5,1,2,0,1,2,5,0,2,[R][W][Tr][R][R][Ta][Ta][W][Tr][Ta][Ta][Ta][Ta][Ta][W][Tr][R][Ta][W][Tr][W][Ta][R][Ta][R][Ta][W][Ta][W][W]
740,10.0,12.0,4.0,6.0,32,random,0.0,2.0,2.0,2.0,4,2,0,3,1,2,0,2,2,2,[W][Ta][Ta][R][Ta][Ta][Tr][Tr][W][R][W][Ta][W][W][Ta][R][Ta][R][Tr][Ta][R][Ta][Ta][W][Ta][W][W][Tr][W][R][W][Ta]
741,10.0,12.0,4.0,6.0,32,random,2.0,3.0,0.0,2.0,4,5,1,3,0,4,2,5,0,2,[R][Tr][W][W][Ta][Ta][Tr][R][Ta][Ta][R][R][W][W][Tr][W][W][Ta][W][Ta][Ta][Ta][Ta][Ta][W][W][Ta][Tr][W][R][Ta][R]
742,10.0,12.0,4.0,6.0,32,random,2.0,2.25,2.0,2.0,4,3,1,4,1,1,2,3,2,2,[W][R][Tr][Ta][W][R][W][Ta][W][R][Ta][Ta][W][W][Ta][Ta][W][Ta][Ta][W][R][Tr][Tr][Ta][Ta][Ta][W][R][R][W][Tr][Ta]
743,10.0,12.0,4.0,6.0,32,random,0.0,2.3333333333333335,0.0,2.0,4,3,0,3,0,2,0,3,0,2,[Ta][Ta][Ta][R][Tr][R][W][Tr][Ta][W][Tr][W][W][R][W][Ta][W][Ta][W][Ta][Ta][R][Tr][Ta][R][Ta][W][W][Ta][Ta][W][R]
744,10.0,12.0,4.0,6.0,32,random,0.0,2.0,0.0,2.5,4,3,0,2,0,2,0,2,0,3,[R][Ta][W][W][Ta][Ta][Tr][R][W][Ta][Ta][W][Ta][R][Tr][R][Ta][R][Tr][Ta][W][Ta][R][W][W][W][Ta][W][Ta][W][Ta][Tr]
745,12.0,12.0,4.0,6.0,34,random,2.0,2.0,0.0,2.0,4,2,1,3,0,2,2,2,0,2,[W][W][Ta][Ta][R][W][Ta][Ta][Tr][Ta][R][W][R][Ta][W][Ta][W][Ta][Tr][W][Ta][Tr][W][W][Ta][Ta][Tr][W][R][W][R][R][Ta][W]
746,12.0,12.0,4.0,6.0,34,random,0.0,2.0,2.0,3.0,4,3,0,2,1,1,0,2,2,3,[Ta][R][Ta][W][Ta][R][Tr][W][Tr][Ta][W][Ta][Ta][R][W][Ta][Ta][W][Ta][R][W][Tr][Tr][Ta][W][W][W][Ta][W][R][Ta][W][R][W]
747,12.0,12.0,4.0,6.0,34,random,2.0,3.5,2.0,2.5,4,4,1,2,1,2,2,4,2,3,[Ta][Ta][Ta][Ta][W][R][W][Ta][W][R][Ta][Ta][Ta][W][R][W][Tr][W][Ta][W][Ta][W][W][W][Tr][Tr][W][W][Ta][R][R][Tr][R][Ta]
748,12.0,12.0,4.0,6.0,34,random,2.0,3.5,0.0,2.0,4,4,2,2,0,3,2,4,0,2,[R][W][Ta][W][Ta][W][W][Tr][R][R][Ta][Tr][W][W][Tr][Ta][Ta][Ta][Ta][W][R][Ta][W][Tr][W][Ta][Ta][Ta][R][R][W][Ta][W][W]
749,12.0,12.0,4.0,6.0,34,random,3.0,2.6666666666666665,2.0,3.0,4,5,1,3,1,3,3,4,2,5,[Ta][R][W][Ta][Tr][Tr][Ta][Ta][Ta][Ta][R][Ta][Ta][W][Ta][W][Ta][W][W][W][W][W][Tr][W][W][Ta][Ta][R][R][R][W][W][R][Tr]
750,4.0,4.0,6.0,6.0,20,random,2.0,0.0,2.0,2.0,4,2,2,0,1,1,2,0,2,2,[Tr][W][W][Tr][Ta][W][Tr][R][Ta][R][R][W][Ta][R][Tr][R][R][Tr][Tr][Ta]
751,4.0,4.0,6.0,6.0,20,random,2.0,2.0,3.0,3.0,4,3,1,1,1,1,2,2,3,3,[W][Tr][R][Ta][Ta][R][Ta][Tr][R][Ta][R][R][W][W][W][Tr][R][Tr][Tr][Tr]
752,4.0,4.0,6.0,6.0,20,random,2.0,2.0,2.0,3.0,4,3,1,1,1,1,2,2,2,3,[Tr][W][W][W][R][Tr][Ta][Ta][R][W][R][Tr][Ta][Tr][Ta][R][R][Tr][Tr][R]
753,4.0,4.0,6.0,6.0,20,random,2.0,0.0,0.0,2.0,4,2,2,0,0,1,2,0,0,2,[Tr][Ta][R][R][Tr][R][W][Tr][Ta][W][Tr][R][R][Tr][Ta][R][Ta][Tr][W][W]
754,4.0,4.0,6.0,6.0,20,random,2.0,3.0,2.0,0.0,4,3,2,1,1,0,2,3,2,0,[Tr][R][R][Tr][R][Ta][Ta][Ta][W][Tr][R][R][W][Tr][W][Tr][Tr][R][W][Ta]
755,6.0,4.0,6.0,6.0,22,random,3.0,2.0,3.0,2.0,4,3,1,1,1,2,3,2,3,2,[Tr][W][Ta][Tr][Tr][Tr][R][R][R][Tr][Ta][Tr][R][W][Ta][Ta][R][W][W][R][W][W]
756,6.0,4.0,6.0,6.0,22,random,2.0,2.0,0.0,2.5,4,3,1,1,0,2,2,2,0,3,[R][Tr][Ta][R][W][W][R][R][Tr][Ta][Ta][Tr][R][Tr][W][Ta][R][Tr][W][W][W][Tr]
757,6.0,4.0,6.0,6.0,22,random,2.0,2.0,2.5,2.0,4,3,1,1,2,1,2,2,3,2,[R][W][Ta][Tr][Tr][Tr][R][W][R][Tr][Tr][R][R][W][Tr][R][W][Ta][Ta][W][W][Ta]
758,6.0,4.0,6.0,6.0,22,random,0.0,3.0,2.0,2.0,4,3,0,1,1,3,0,3,2,2,[Tr][Ta][Ta][Ta][Tr][R][Tr][R][Tr][Ta][R][W][W][R][W][W][R][Tr][Tr][W][W][R]
759,6.0,4.0,6.0,6.0,22,random,2.0,2.0,0.0,2.5,4,3,2,1,0,2,2,2,0,3,[R][R][Ta][R][Tr][W][Tr][R][Tr][Ta][Ta][Tr][W][W][Tr][Ta][Tr][W][W][W][R][R]
760,8.0,4.0,6.0,6.0,24,random,2.0,0.0,0.0,3.0,4,3,1,0,0,1,2,0,0,3,[W][W][W][R][W][Tr][Ta][R][Tr][Ta][R][Tr][W][R][W][Ta][Tr][W][Ta][Tr][R][R][W][Tr]
761,8.0,4.0,6.0,6.0,24,random,2.0,0.0,2.0,3.0,4,3,1,0,1,1,2,0,2,3,[W][Ta][R][W][Tr][W][R][Ta][Tr][W][Ta][R][Ta][W][W][W][Tr][R][Tr][W][Tr][Tr][R][R]
762,8.0,4.0,6.0,6.0,24,random,0.0,2.0,2.0,0.0,4,2,0,1,1,0,0,2,2,0,[W][R][Tr][R][Ta][R][W][Tr][Tr][W][R][Tr][W][Ta][W][Tr][W][Ta][Ta][W][R][Tr][W][R]
763,8.0,4.0,6.0,6.0,24,random,2.0,0.0,2.5,2.3333333333333335,4,3,1,0,2,3,2,0,3,3,[R][Ta][W][W][W][Tr][Tr][Tr][W][W][Ta][R][Tr][W][Ta][W][W][R][Ta][R][Tr][Tr][R][R]
764,8.0,4.0,6.0,6.0,24,random,2.0,2.0,2.0,3.0,4,3,1,1,1,1,2,2,2,3,[W][Tr][Tr][W][Ta][Ta][W][R][R][Tr][R][Ta][Tr][R][W][W][W][R][W][Tr][W][Tr][Ta][R]
765,10.0,4.0,6.0,6.0,26,random,2.0,2.0,2.0,2.3333333333333335,4,3,1,1,2,3,2,2,2,3,[Ta][R][W][R][Tr][W][W][Ta][Tr][Tr][W][W][R][R][W][R][Tr][W][W][W][R][W][Ta][Ta][Tr][Tr]
766,10.0,4.0,6.0,6.0,26,random,2.0,2.0,2.5,4.5,4,5,2,1,2,2,2,2,3,5,[W][W][W][W][Ta][R][Tr][Tr][R][R][Ta][Tr][Tr][Tr][W][Tr][W][W][W][W][W][R][R][Ta][Ta][R]
767,10.0,4.0,6.0,6.0,26,random,2.0,2.0,2.0,2.5,4,3,1,1,2,2,2,2,2,3,[Tr][W][R][Ta][W][Ta][R][R][W][W][W][Ta][Ta][W][W][R][Tr][Tr][W][R][W][Tr][W][R][Tr][Tr]
768,10.0,4.0,6.0,6.0,26,random,0.0,2.0,2.0,2.6666666666666665,4,4,0,1,2,3,0,2,2,4,[R][W][R][Tr][Tr][R][W][W][Tr][W][W][W][W][R][W][W][R][Tr][Tr][Ta][Ta][Tr][Ta][R][Ta][W]
769,10.0,4.0,6.0,6.0,26,random,3.0,0.0,2.0,4.0,4,4,1,0,1,1,3,0,2,4,[Ta][Tr][R][R][R][W][Tr][Ta][Tr][W][Ta][W][R][W][W][W][W][Tr][W][R][W][Tr][Tr][W][R][Ta]
770,12.0,4.0,6.0,6.0,28,random,2.0,2.0,2.0,2.0,4,2,1,1,2,2,2,2,2,2,[W][Tr][Tr][Ta][Tr][Tr][W][R][W][W][Ta][R][W][Ta][Ta][W][W][R][W][Tr][W][R][R][W][Tr][W][R][W]
771,12.0,4.0,6.0,6.0,28,random,2.0,0.0,2.0,2.0,4,2,1,0,1,2,2,0,2,2,[Tr][W][R][R][W][W][R][W][Tr][W][R][W][Ta][W][W][Tr][Ta][R][W][Ta][R][W][Ta][W][Tr][Tr][W][Tr]
772,12.0,4.0,6.0,6.0,28,random,2.0,0.0,2.0,2.25,4,3,2,0,1,4,2,0,2,3,[Tr][W][W][Ta][Tr][Tr][W][W][Ta][Tr][W][R][Tr][Ta][R][R][W][W][W][Ta][W][R][W][W][Tr][W][R][R]
773,12.0,4.0,6.0,6.0,28,random,2.5,0.0,3.0,2.6666666666666665,4,3,2,0,1,3,3,0,3,3,[Tr][W][W][Tr][Ta][W][W][W][Ta][R][R][R][W][Tr][Tr][Tr][Ta][W][Ta][R][W][Tr][W][W][W][R][R][W]
